sample_id,region_id,state,district,date,latitude,longitude,rainfall_24h_mm,rainfall_3d_mm,rainfall_7d_mm,rainfall_14d_mm,rainfall_ratio_24h_to_7d,rainfall_acceleration,soil_wetness_index,temperature_c,neighbor_risk_mean,neighbor_count,elevation_m,slope_deg,ndvi,vegetation_vulnerability,terrain_rainfall_interaction,soil_rainfall_interaction,hazard_score,label,label_source
IN-DAR-DARJEELING__2026-04-06,IN-DAR-DARJEELING,West Bengal,Darjeeling,2026-04-06,27.041,88.2663,52.0,138.0,222.0,222.0,0.23423423423423423,6.0,0.13159454653230587,25,0.36,3,980,24,0.58,0.055269709543568475,1248.0,29.213989330171902,0.24500122159787358,0,proxy
IN-DAR-DARJEELING__2026-04-07,IN-DAR-DARJEELING,West Bengal,Darjeeling,2026-04-07,27.041,88.2663,58.0,156.0,280.0,280.0,0.20714285714285716,6.0,0.16597510373443983,25,0.36,3,980,24,0.58,0.06970954356846473,1392.0,46.47302904564315,0.267153286174485,0,proxy
IN-DAR-DARJEELING__2026-04-08,IN-DAR-DARJEELING,West Bengal,Darjeeling,2026-04-08,27.041,88.2663,64.0,174.0,322.0,344.0,0.19875776397515527,6.0,0.2039122703023118,25,0.36,3,980,24,0.58,0.08564315352697097,1536.0,65.65975103734439,0.2878468490867857,0,proxy
IN-DAR-DARJEELING__2026-04-09,IN-DAR-DARJEELING,West Bengal,Darjeeling,2026-04-09,27.041,88.2663,70.0,192.0,364.0,414.0,0.19230769230769232,6.0,0.24540604623592174,25,0.36,3,980,24,0.58,0.10307053941908714,1680.0,89.32780082987551,0.30905114110400633,0,proxy
IN-DAR-DARJEELING__2026-04-10,IN-DAR-DARJEELING,West Bengal,Darjeeling,2026-04-10,27.041,88.2663,76.0,210.0,406.0,490.0,0.18719211822660098,6.0,0.29045643153526973,25,0.36,3,980,24,0.58,0.1219917012448133,1824.0,117.92531120331951,0.3307661622261469,0,proxy
IN-DEH-DEHRADUN__2026-04-01,IN-DEH-DEHRADUN,Uttarakhand,Dehradun,2026-04-01,30.3165,78.0322,16.0,16.0,16.0,16.0,1.0,16.0,0.00948429164196799,24,0.31,2,640,18,0.56,0.004173088322465915,288.0,0.15174866627148784,0.11380890912295147,0,proxy
IN-DEH-DEHRADUN__2026-04-02,IN-DEH-DEHRADUN,Uttarakhand,Dehradun,2026-04-02,30.3165,78.0322,20.0,36.0,36.0,36.0,0.5555555555555556,4.0,0.02133965619442798,24,0.31,2,640,18,0.56,0.00938944872554831,360.0,0.7682276229994073,0.1219214548217809,0,proxy
IN-DEH-DEHRADUN__2026-04-03,IN-DEH-DEHRADUN,Uttarakhand,Dehradun,2026-04-03,30.3165,78.0322,24.0,60.0,60.0,60.0,0.4,4.0,0.03556609365737996,24,0.31,2,640,18,0.56,0.01564908120924718,432.0,2.133965619442798,0.137103659121085,0,proxy
IN-DEH-DEHRADUN__2026-04-04,IN-DEH-DEHRADUN,Uttarakhand,Dehradun,2026-04-04,30.3165,78.0322,28.0,72.0,88.0,88.0,0.3181818181818182,4.0,0.05216360403082395,24,0.31,2,640,18,0.56,0.022951985773562535,504.0,4.590397154712508,0.1496774748227452,0,proxy
IN-DEH-DEHRADUN__2026-04-05,IN-DEH-DEHRADUN,Uttarakhand,Dehradun,2026-04-05,30.3165,78.0322,32.0,84.0,120.0,120.0,0.26666666666666666,4.0,0.07113218731475993,24,0.31,2,640,18,0.56,0.03129816241849436,576.0,8.535862477771191,0.16308787800331656,0,proxy
IN-DEH-DEHRADUN__2026-04-06,IN-DEH-DEHRADUN,Uttarakhand,Dehradun,2026-04-06,30.3165,78.0322,36.0,96.0,156.0,156.0,0.23076923076923078,4.0,0.09247184350918791,24,0.31,2,640,18,0.56,0.04068761114404268,648.0,14.425607587433314,0.17733486866279904,0,proxy
IN-DEH-DEHRADUN__2026-04-07,IN-DEH-DEHRADUN,Uttarakhand,Dehradun,2026-04-07,30.3165,78.0322,40.0,108.0,196.0,196.0,0.20408163265306123,4.0,0.11618257261410789,24,0.31,2,640,18,0.56,0.051120331950207466,720.0,22.771784232365146,0.19241844680119266,0,proxy
IN-DEH-DEHRADUN__2026-04-08,IN-DEH-DEHRADUN,Uttarakhand,Dehradun,2026-04-08,30.3165,78.0322,44.0,120.0,224.0,240.0,0.19642857142857142,4.0,0.14226437462951985,24,0.31,2,640,18,0.56,0.06259632483698872,792.0,31.86721991701245,0.20636938164926658,0,proxy
IN-DEH-DEHRADUN__2026-04-09,IN-DEH-DEHRADUN,Uttarakhand,Dehradun,2026-04-09,30.3165,78.0322,48.0,132.0,252.0,288.0,0.19047619047619047,4.0,0.17071724955542383,24,0.31,2,640,18,0.56,0.07511558980438648,864.0,43.02074688796681,0.22066459628394394,0,proxy
IN-DEH-DEHRADUN__2026-04-10,IN-DEH-DEHRADUN,Uttarakhand,Dehradun,2026-04-10,30.3165,78.0322,52.0,144.0,280.0,340.0,0.18571428571428572,4.0,0.2015411973918198,24,0.31,2,640,18,0.56,0.0886781268524007,936.0,56.43153526970954,0.23530409070522482,0,proxy
IN-DIM-DIMAHASAO__2026-04-01,IN-DIM-DIMAHASAO,Assam,Dima Hasao,2026-04-01,25.2703,93.0176,28.0,28.0,28.0,28.0,1.0,28.0,0.016597510373443983,24,0.44,3,686,27,0.55,0.007468879668049792,756.0,0.46473029045643155,0.17193444640128536,0,proxy
IN-DIM-DIMAHASAO__2026-04-02,IN-DIM-DIMAHASAO,Assam,Dima Hasao,2026-04-02,25.2703,93.0176,35.0,63.0,63.0,63.0,0.5555555555555556,7.0,0.03734439834024896,24,0.44,3,686,27,0.55,0.016804979253112032,945.0,2.3526970954356847,0.1861479988846103,0,proxy
IN-DIM-DIMAHASAO__2026-04-03,IN-DIM-DIMAHASAO,Assam,Dima Hasao,2026-04-03,25.2703,93.0176,42.0,105.0,105.0,105.0,0.4,7.0,0.06224066390041494,24,0.44,3,686,27,0.55,0.02800829875518672,1134.0,6.535269709543568,0.21273677342084063,0,proxy
IN-DIM-DIMAHASAO__2026-04-04,IN-DIM-DIMAHASAO,Assam,Dima Hasao,2026-04-04,25.2703,93.0176,49.0,126.0,154.0,154.0,0.3181818181818182,7.0,0.0912863070539419,24,0.44,3,686,27,0.55,0.04107883817427385,1323.0,14.058091286307054,0.23476418741326877,0,proxy
IN-DIM-DIMAHASAO__2026-04-05,IN-DIM-DIMAHASAO,Assam,Dima Hasao,2026-04-05,25.2703,93.0176,56.0,147.0,210.0,210.0,0.26666666666666666,7.0,0.12448132780082988,24,0.44,3,686,27,0.55,0.05601659751037344,1512.0,26.141078838174273,0.25825894899586616,0,proxy
IN-DIM-DIMAHASAO__2026-04-06,IN-DIM-DIMAHASAO,Assam,Dima Hasao,2026-04-06,25.2703,93.0176,63.0,168.0,273.0,273.0,0.23076923076923078,7.0,0.16182572614107885,24,0.44,3,686,27,0.55,0.07282157676348547,1701.0,44.178423236514526,0.2832210581686327,0,proxy
IN-DIM-DIMAHASAO__2026-04-07,IN-DIM-DIMAHASAO,Assam,Dima Hasao,2026-04-07,25.2703,93.0176,70.0,189.0,343.0,343.0,0.20408163265306123,7.0,0.2033195020746888,24,0.44,3,686,27,0.55,0.09149377593360995,1890.0,69.73858921161826,0.30965051493156837,0,proxy
IN-DIM-DIMAHASAO__2026-04-08,IN-DIM-DIMAHASAO,Assam,Dima Hasao,2026-04-08,25.2703,93.0176,77.0,210.0,392.0,420.0,0.19642857142857142,7.0,0.24896265560165975,24,0.44,3,686,27,0.55,0.11203319502074688,2079.0,97.59336099585062,0.3341011654385194,0,proxy
IN-DIM-DIMAHASAO__2026-04-09,IN-DIM-DIMAHASAO,Assam,Dima Hasao,2026-04-09,25.2703,93.0176,84.0,231.0,441.0,504.0,0.19047619047619047,7.0,0.2987551867219917,24,0.44,3,686,27,0.55,0.13443983402489626,2268.0,131.75103734439833,0.35915762507410115,0,proxy
IN-DIM-DIMAHASAO__2026-04-10,IN-DIM-DIMAHASAO,Assam,Dima Hasao,2026-04-10,25.2703,93.0176,91.0,252.0,490.0,595.0,0.18571428571428572,7.0,0.35269709543568467,24,0.44,3,686,27,0.55,0.15871369294605808,2457.0,172.8215767634855,0.38481989383831355,0,proxy
IN-DIN-DINDIGUL__2026-04-01,IN-DIN-DINDIGUL,Tamil Nadu,Dindigul,2026-04-01,10.3673,77.9803,50.0,50.0,50.0,50.0,1.0,50.0,0.02963841138114997,24,0.48,4,1018,27,0.49,0.015115589804386485,1350.0,1.4819205690574984,0.2177723922284433,0,proxy
IN-DIN-DINDIGUL__2026-04-02,IN-DIN-DINDIGUL,Tamil Nadu,Dindigul,2026-04-02,10.3673,77.9803,57.0,107.0,107.0,107.0,0.5327102803738317,7.0,0.06342620035566093,24,0.48,4,1018,27,0.49,0.032347362181387077,1539.0,6.78660343805572,0.23375354552904243,0,proxy
IN-DIN-DINDIGUL__2026-04-03,IN-DIN-DINDIGUL,Tamil Nadu,Dindigul,2026-04-03,10.3673,77.9803,68.0,175.0,175.0,175.0,0.38857142857142857,11.0,0.1037344398340249,24,0.48,4,1018,27,0.49,0.0529045643153527,1836.0,18.153526970954356,0.27841770516632625,0,proxy
IN-DIN-DINDIGUL__2026-04-04,IN-DIN-DINDIGUL,Tamil Nadu,Dindigul,2026-04-04,10.3673,77.9803,75.0,200.0,250.0,250.0,0.3,7.0,0.14819205690574985,24,0.48,4,1018,27,0.49,0.07557794902193242,2025.0,37.048014226437466,0.30556207401737,0,proxy
IN-DIN-DINDIGUL__2026-04-05,IN-DIN-DINDIGUL,Tamil Nadu,Dindigul,2026-04-05,10.3673,77.9803,82.0,225.0,332.0,332.0,0.2469879518072289,7.0,0.1967990515708358,24,0.48,4,1018,27,0.49,0.10036751630112625,2214.0,65.33728512151748,0.33588862272526837,0,proxy
IN-DIN-DINDIGUL__2026-04-06,IN-DIN-DINDIGUL,Tamil Nadu,Dindigul,2026-04-06,10.3673,77.9803,89.0,246.0,421.0,421.0,0.21140142517814728,7.0,0.24955542382928275,24,0.48,4,1018,27,0.49,0.12727326615293422,2403.0,105.06283343212804,0.36655411067693233,0,proxy
IN-DIN-DINDIGUL__2026-04-07,IN-DIN-DINDIGUL,Tamil Nadu,Dindigul,2026-04-07,10.3673,77.9803,96.0,267.0,517.0,517.0,0.18568665377176016,7.0,0.3064611736810907,24,0.48,4,1018,27,0.49,0.15629519857735627,2592.0,158.4404267931239,0.39870686323121357,1,proxy
IN-DIN-DINDIGUL__2026-04-08,IN-DIN-DINDIGUL,Tamil Nadu,Dindigul,2026-04-08,10.3673,77.9803,103.0,288.0,570.0,620.0,0.18070175438596492,7.0,0.36751630112625966,24,0.48,4,1018,27,0.49,0.18743331357439244,2781.0,209.484291641968,0.426193034234266,1,proxy
IN-DIN-DINDIGUL__2026-04-09,IN-DIN-DINDIGUL,Tamil Nadu,Dindigul,2026-04-09,10.3673,77.9803,110.0,309.0,623.0,730.0,0.17656500802568217,7.0,0.4327208061647896,24,0.48,4,1018,27,0.49,0.2206876111440427,2970.0,269.5850622406639,0.45430493137839734,1,proxy
IN-DIN-DINDIGUL__2026-04-10,IN-DIN-DINDIGUL,Tamil Nadu,Dindigul,2026-04-10,10.3673,77.9803,117.0,330.0,672.0,847.0,0.17410714285714285,7.0,0.5020746887966805,24,0.48,4,1018,27,0.49,0.2560580912863071,3159.0,337.3941908713693,0.4825502469712997,1,proxy
IN-EKH-EASTKHASIHILLS__2026-04-01,IN-EKH-EASTKHASIHILLS,Meghalaya,East Khasi Hills,2026-04-01,25.5788,91.8933,72.0,72.0,72.0,72.0,1.0,72.0,0.04267931238885596,20,0.57,4,1496,30,0.49,0.02176644931831654,2160.0,3.072910491997629,0.2784256831291684,0,proxy
IN-EKH-EASTKHASIHILLS__2026-04-02,IN-EKH-EASTKHASIHILLS,Meghalaya,East Khasi Hills,2026-04-02,25.5788,91.8933,81.0,153.0,153.0,153.0,0.5294117647058824,9.0,0.0906935388263189,20,0.57,4,1496,30,0.49,0.04625370480142264,2430.0,13.876111440426792,0.29955776887131397,0,proxy
IN-EKH-EASTKHASIHILLS__2026-04-03,IN-EKH-EASTKHASIHILLS,Meghalaya,East Khasi Hills,2026-04-03,25.5788,91.8933,90.0,243.0,243.0,243.0,0.37037037037037035,9.0,0.14404267931238884,20,0.57,4,1496,30,0.49,0.07346176644931832,2700.0,35.00237107291049,0.3518806992713354,0,proxy
IN-EKH-EASTKHASIHILLS__2026-04-04,IN-EKH-EASTKHASIHILLS,Meghalaya,East Khasi Hills,2026-04-04,25.5788,91.8933,99.0,270.0,342.0,342.0,0.2894736842105263,9.0,0.2027267338470658,20,0.57,4,1496,30,0.49,0.10339063426200355,2970.0,69.3325429756965,0.38802970261566544,1,proxy
IN-EKH-EASTKHASIHILLS__2026-04-05,IN-EKH-EASTKHASIHILLS,Meghalaya,East Khasi Hills,2026-04-05,25.5788,91.8933,108.0,297.0,450.0,450.0,0.24,9.0,0.26674570243034973,20,0.57,4,1496,30,0.49,0.13604030823947835,3240.0,120.03556609365738,0.4260909033062174,1,proxy
IN-EKH-EASTKHASIHILLS__2026-04-06,IN-EKH-EASTKHASIHILLS,Meghalaya,East Khasi Hills,2026-04-06,25.5788,91.8933,117.0,324.0,567.0,567.0,0.20634920634920634,9.0,0.3360995850622407,20,0.57,4,1496,30,0.49,0.17141078838174276,3510.0,190.56846473029046,0.46606430134299176,1,proxy
IN-EKH-EASTKHASIHILLS__2026-04-07,IN-EKH-EASTKHASIHILLS,Meghalaya,East Khasi Hills,2026-04-07,25.5788,91.8933,129.0,354.0,696.0,696.0,0.1853448275862069,12.0,0.41256668642560756,20,0.57,4,1496,30,0.49,0.21040901007705987,3870.0,287.1464137522229,0.5131742717557579,1,proxy
IN-EKH-EASTKHASIHILLS__2026-04-08,IN-EKH-EASTKHASIHILLS,Meghalaya,East Khasi Hills,2026-04-08,25.5788,91.8933,138.0,384.0,762.0,834.0,0.18110236220472442,9.0,0.4943687018375815,20,0.57,4,1496,30,0.49,0.2521280379371666,4140.0,376.7089508002371,0.5483379827173064,1,proxy
IN-EKH-EASTKHASIHILLS__2026-04-09,IN-EKH-EASTKHASIHILLS,Meghalaya,East Khasi Hills,2026-04-09,25.5788,91.8933,147.0,414.0,828.0,981.0,0.17753623188405798,9.0,0.5815056312981625,20,0.57,4,1496,30,0.49,0.29656787196206286,4410.0,481.4866627148785,0.5855773851580627,1,proxy
IN-EKH-EASTKHASIHILLS__2026-04-10,IN-EKH-EASTKHASIHILLS,Meghalaya,East Khasi Hills,2026-04-10,25.5788,91.8933,156.0,441.0,894.0,1137.0,0.174496644295302,9.0,0.6739774748073504,20,0.57,4,1496,30,0.49,0.3437285121517487,4680.0,602.5358624777713,0.6227600486182104,1,proxy
IN-ERN-ERNAKULAM__2026-04-01,IN-ERN-ERNAKULAM,Kerala,Ernakulam,2026-04-01,9.9816,76.2999,14.0,14.0,14.0,14.0,1.0,14.0,0.008298755186721992,29,0.26,2,12,9,0.66,0.0028215767634854768,126.0,0.11618257261410789,0.0674644041287528,0,proxy
IN-ERN-ERNAKULAM__2026-04-02,IN-ERN-ERNAKULAM,Kerala,Ernakulam,2026-04-02,9.9816,76.2999,17.0,31.0,31.0,31.0,0.5483870967741935,3.0,0.018375815056312982,29,0.26,2,12,9,0.66,0.006247777119146414,153.0,0.5696502667457024,0.0736131957156809,0,proxy
IN-ERN-ERNAKULAM__2026-04-03,IN-ERN-ERNAKULAM,Kerala,Ernakulam,2026-04-03,9.9816,76.2999,20.0,51.0,51.0,51.0,0.39215686274509803,3.0,0.03023117960877297,29,0.26,2,12,9,0.66,0.010278601066982808,180.0,1.5417901600474215,0.0858974624426207,0,proxy
IN-ERN-ERNAKULAM__2026-04-04,IN-ERN-ERNAKULAM,Kerala,Ernakulam,2026-04-04,9.9816,76.2999,23.0,60.0,74.0,74.0,0.3108108108108108,3.0,0.04386484884410195,29,0.26,2,12,9,0.66,0.014914048606994662,207.0,3.2459988144635443,0.09563704860443879,0,proxy
IN-ERN-ERNAKULAM__2026-04-05,IN-ERN-ERNAKULAM,Kerala,Ernakulam,2026-04-05,9.9816,76.2999,26.0,69.0,100.0,100.0,0.26,3.0,0.05927682276229994,29,0.26,2,12,9,0.66,0.020154119739181978,234.0,5.927682276229993,0.10598984893797728,0,proxy
IN-ERN-ERNAKULAM__2026-04-06,IN-ERN-ERNAKULAM,Kerala,Ernakulam,2026-04-06,9.9816,76.2999,29.0,78.0,129.0,129.0,0.2248062015503876,3.0,0.07646710136336693,29,0.26,2,12,9,0.66,0.025998814463544753,261.0,9.864256075874334,0.11695586344323615,0,proxy
IN-ERN-ERNAKULAM__2026-04-07,IN-ERN-ERNAKULAM,Kerala,Ernakulam,2026-04-07,9.9816,76.2999,32.0,87.0,161.0,161.0,0.19875776397515527,3.0,0.0954356846473029,29,0.26,2,12,9,0.66,0.03244813278008298,288.0,15.365145228215766,0.12853509212021544,0,proxy
IN-ERN-ERNAKULAM__2026-04-08,IN-ERN-ERNAKULAM,Kerala,Ernakulam,2026-04-08,9.9816,76.2999,35.0,96.0,182.0,196.0,0.19230769230769232,3.0,0.11618257261410789,29,0.26,2,12,9,0.66,0.03950207468879668,315.0,21.145228215767634,0.13900445804583822,0,proxy
IN-ERN-ERNAKULAM__2026-04-09,IN-ERN-ERNAKULAM,Kerala,Ernakulam,2026-04-09,9.9816,76.2999,38.0,105.0,203.0,234.0,0.18719211822660098,3.0,0.13870776526378187,29,0.26,2,12,9,0.66,0.04716064018968583,342.0,28.15767634854772,0.1497178073739506,0,proxy
IN-ERN-ERNAKULAM__2026-04-10,IN-ERN-ERNAKULAM,Kerala,Ernakulam,2026-04-10,9.9816,76.2999,41.0,114.0,224.0,275.0,0.18303571428571427,3.0,0.16301126259632484,29,0.26,2,12,9,0.66,0.05542382928275044,369.0,36.51452282157676,0.16067514010455258,0,proxy
IN-GAN-GANGTOK__2026-04-01,IN-GAN-GANGTOK,Sikkim,Gangtok,2026-04-01,27.3389,88.6065,70.0,70.0,70.0,70.0,1.0,70.0,0.04149377593360996,19,0.61,4,1510,42,0.4,0.024896265560165973,2940.0,2.904564315352697,0.3174711804220282,0,proxy
IN-GAN-GANGTOK__2026-04-02,IN-GAN-GANGTOK,Sikkim,Gangtok,2026-04-02,27.3389,88.6065,79.0,149.0,149.0,149.0,0.5302013422818792,9.0,0.08832246591582692,19,0.61,4,1510,42,0.4,0.052993479549496146,3318.0,13.160047421458211,0.33878879493613373,0,proxy
IN-GAN-GANGTOK__2026-04-03,IN-GAN-GANGTOK,Sikkim,Gangtok,2026-04-03,27.3389,88.6065,88.0,237.0,237.0,237.0,0.37130801687763715,9.0,0.14048606994665086,19,0.61,4,1510,42,0.4,0.08429164196799051,3696.0,33.29519857735625,0.3904882078621464,0,proxy
IN-GAN-GANGTOK__2026-04-04,IN-GAN-GANGTOK,Sikkim,Gangtok,2026-04-04,27.3389,88.6065,97.0,264.0,334.0,334.0,0.2904191616766467,9.0,0.1979845880260818,19,0.61,4,1510,42,0.4,0.11879075281564908,4074.0,66.12685240071131,0.4266262677930432,1,proxy
IN-GAN-GANGTOK__2026-04-05,IN-GAN-GANGTOK,Sikkim,Gangtok,2026-04-05,27.3389,88.6065,106.0,291.0,440.0,440.0,0.2409090909090909,9.0,0.26081802015411976,19,0.61,4,1510,42,0.4,0.15649081209247184,4452.0,114.75992886781269,0.4647149364513122,1,proxy
IN-GAN-GANGTOK__2026-04-06,IN-GAN-GANGTOK,Sikkim,Gangtok,2026-04-06,27.3389,88.6065,115.0,318.0,555.0,555.0,0.2072072072072072,9.0,0.32898636633076467,19,0.61,4,1510,42,0.4,0.1973918197984588,4830.0,182.5874333135744,0.5047542138369533,1,proxy
IN-GAN-GANGTOK__2026-04-07,IN-GAN-GANGTOK,Sikkim,Gangtok,2026-04-07,27.3389,88.6065,127.0,348.0,682.0,682.0,0.18621700879765396,12.0,0.4042679312388856,19,0.61,4,1510,42,0.4,0.24256075874333136,5334.0,275.71072910492,0.551981278773453,1,proxy
IN-GAN-GANGTOK__2026-04-08,IN-GAN-GANGTOK,Sikkim,Gangtok,2026-04-08,27.3389,88.6065,136.0,378.0,748.0,818.0,0.18181818181818182,9.0,0.4848844101956135,19,0.61,4,1510,42,0.4,0.2909306461173681,5712.0,362.6935388263189,0.5875466494860389,1,proxy
IN-GAN-GANGTOK__2026-04-09,IN-GAN-GANGTOK,Sikkim,Gangtok,2026-04-09,27.3389,88.6065,145.0,408.0,814.0,963.0,0.17813267813267813,9.0,0.5708358032009484,19,0.61,4,1510,42,0.4,0.342501481920569,6090.0,464.660343805572,0.6252261230589826,1,proxy
IN-GAN-GANGTOK__2026-04-10,IN-GAN-GANGTOK,Sikkim,Gangtok,2026-04-10,27.3389,88.6065,154.0,435.0,880.0,1117.0,0.175,9.0,0.6621221102548903,19,0.61,4,1510,42,0.4,0.3972732661529342,6468.0,582.6674570243035,0.6628872690324675,1,proxy
IN-HAR-HARIDWAR__2026-04-01,IN-HAR-HARIDWAR,Uttarakhand,Haridwar,2026-04-01,29.9457,78.1642,12.0,12.0,12.0,12.0,1.0,12.0,0.007113218731475993,29,0.18,2,249,10,0.61,0.002774155305275637,120.0,0.08535862477771192,0.06724719222188086,0,proxy
IN-HAR-HARIDWAR__2026-04-02,IN-HAR-HARIDWAR,Uttarakhand,Haridwar,2026-04-02,29.9457,78.1642,12.0,24.0,24.0,24.0,0.5,0.0,0.014226437462951986,29,0.18,2,249,10,0.61,0.005548310610551274,120.0,0.34143449911084767,0.06808873209753151,0,proxy
IN-HAR-HARIDWAR__2026-04-03,IN-HAR-HARIDWAR,Uttarakhand,Haridwar,2026-04-03,29.9457,78.1642,14.0,38.0,38.0,38.0,0.3684210526315789,2.0,0.022525192649673977,29,0.18,2,249,10,0.61,0.008784825133372852,140.0,0.8559573206876111,0.07748655327243671,0,proxy
IN-HAR-HARIDWAR__2026-04-04,IN-HAR-HARIDWAR,Uttarakhand,Haridwar,2026-04-04,29.9457,78.1642,17.0,43.0,55.0,55.0,0.3090909090909091,3.0,0.03260225251926497,29,0.18,2,249,10,0.61,0.012714878482513339,170.0,1.7931238885595733,0.08531542278500004,0,proxy
IN-HAR-HARIDWAR__2026-04-05,IN-HAR-HARIDWAR,Uttarakhand,Haridwar,2026-04-05,29.9457,78.1642,20.0,51.0,75.0,75.0,0.26666666666666666,3.0,0.04445761707172496,29,0.18,2,249,10,0.61,0.017338470657972734,200.0,3.334321280379372,0.09420213489359464,0,proxy
IN-HAR-HARIDWAR__2026-04-06,IN-HAR-HARIDWAR,Uttarakhand,Haridwar,2026-04-06,29.9457,78.1642,23.0,60.0,98.0,98.0,0.23469387755102042,3.0,0.058091286307053944,29,0.18,2,249,10,0.61,0.02265560165975104,230.0,5.6929460580912865,0.10399625573235405,0,proxy
IN-HAR-HARIDWAR__2026-04-07,IN-HAR-HARIDWAR,Uttarakhand,Haridwar,2026-04-07,29.9457,78.1642,26.0,69.0,124.0,124.0,0.20967741935483872,3.0,0.07350326022525193,29,0.18,2,249,10,0.61,0.028666271487848255,260.0,9.114404267931238,0.11441070396156533,0,proxy
IN-HAR-HARIDWAR__2026-04-08,IN-HAR-HARIDWAR,Uttarakhand,Haridwar,2026-04-08,29.9457,78.1642,29.0,78.0,141.0,153.0,0.20567375886524822,3.0,0.0906935388263189,29,0.18,2,249,10,0.61,0.03537048014226438,290.0,12.787788974510965,0.12396855650430538,0,proxy
IN-HAR-HARIDWAR__2026-04-09,IN-HAR-HARIDWAR,Uttarakhand,Haridwar,2026-04-09,29.9457,78.1642,32.0,87.0,161.0,185.0,0.19875776397515527,3.0,0.10966212211025489,29,0.18,2,249,10,0.61,0.04276822762299941,320.0,17.65560165975104,0.13414673643749736,0,proxy
IN-HAR-HARIDWAR__2026-04-10,IN-HAR-HARIDWAR,Uttarakhand,Haridwar,2026-04-10,29.9457,78.1642,35.0,96.0,182.0,220.0,0.19230769230769232,3.0,0.13040901007705988,29,0.18,2,249,10,0.61,0.050859513930053356,350.0,23.734439834024897,0.14469908991498734,0,proxy
IN-IDU-IDUKKI__2026-04-01,IN-IDU-IDUKKI,Kerala,Idukki,2026-04-01,10.0889,77.0595,118.0,118.0,118.0,118.0,1.0,118.0,0.06994665085951393,21,0.72,5,1240,38,0.31,0.04826318909306461,4484.0,8.253704801422645,0.38950719029239556,1,proxy
IN-IDU-IDUKKI__2026-04-02,IN-IDU-IDUKKI,Kerala,Idukki,2026-04-02,10.0889,77.0595,129.0,247.0,247.0,247.0,0.5222672064777328,11.0,0.14641375222288086,21,0.72,5,1240,38,0.31,0.10102548903378779,4902.0,36.164196799051574,0.41871098828666586,1,proxy
IN-IDU-IDUKKI__2026-04-03,IN-IDU-IDUKKI,Kerala,Idukki,2026-04-03,10.0889,77.0595,140.0,387.0,387.0,387.0,0.36175710594315247,11.0,0.22940130409010076,21,0.72,5,1240,38,0.31,0.1582868998221695,5320.0,88.77830468286899,0.49884268864570847,1,proxy
IN-IDU-IDUKKI__2026-04-04,IN-IDU-IDUKKI,Kerala,Idukki,2026-04-04,10.0889,77.0595,151.0,420.0,538.0,538.0,0.28066914498141265,11.0,0.31890930646117366,21,0.72,5,1240,38,0.31,0.2200474214582098,5738.0,171.57320687611144,0.5506877102325515,1,proxy
IN-IDU-IDUKKI__2026-04-05,IN-IDU-IDUKKI,Kerala,Idukki,2026-04-05,10.0889,77.0595,162.0,453.0,700.0,700.0,0.23142857142857143,11.0,0.4149377593360996,21,0.72,5,1240,38,0.31,0.2863070539419087,6156.0,290.4564315352697,0.604963756396477,1,proxy
IN-IDU-IDUKKI__2026-04-06,IN-IDU-IDUKKI,Kerala,Idukki,2026-04-06,10.0889,77.0595,173.0,486.0,873.0,873.0,0.1981672394043528,11.0,0.5174866627148785,21,0.72,5,1240,38,0.31,0.35706579727326615,6574.0,451.765856550089,0.6616708271374855,1,proxy
IN-IDU-IDUKKI__2026-04-07,IN-IDU-IDUKKI,Kerala,Idukki,2026-04-07,10.0889,77.0595,187.0,522.0,1060.0,1060.0,0.17641509433962263,14.0,0.6283343212803794,21,0.72,5,1240,38,0.31,0.4335506816834617,7106.0,666.0343805572021,0.7260589050727793,1,proxy
IN-IDU-IDUKKI__2026-04-08,IN-IDU-IDUKKI,Kerala,Idukki,2026-04-08,10.0889,77.0595,198.0,558.0,1140.0,1258.0,0.1736842105263158,11.0,0.7457024303497333,21,0.72,5,1240,38,0.31,0.5145346769413159,7524.0,850.1007705986959,0.7733580123261774,1,proxy
IN-IDU-IDUKKI__2026-04-09,IN-IDU-IDUKKI,Kerala,Idukki,2026-04-09,10.0889,77.0595,209.0,594.0,1220.0,1467.0,0.17131147540983607,11.0,0.8695909899229401,21,0.72,5,1240,38,0.31,0.6000177830468286,7942.0,1060.901007705987,0.8230054844434903,1,proxy
IN-IDU-IDUKKI__2026-04-10,IN-IDU-IDUKKI,Kerala,Idukki,2026-04-10,10.0889,77.0595,220.0,627.0,1300.0,1687.0,0.16923076923076924,11.0,1.0,21,0.72,5,1240,38,0.31,0.69,8360.0,1300.0,0.8728688909649007,1,proxy
IN-KAL-KALIMPONG__2026-04-01,IN-KAL-KALIMPONG,West Bengal,Kalimpong,2026-04-01,27.0622,88.4753,41.0,41.0,41.0,41.0,1.0,41.0,0.024303497332542976,24,0.49,4,1250,28,0.51,0.011908713692946058,1148.0,0.996443390634262,0.20969948915495104,0,proxy
IN-KAL-KALIMPONG__2026-04-02,IN-KAL-KALIMPONG,West Bengal,Kalimpong,2026-04-02,27.0622,88.4753,48.0,89.0,89.0,89.0,0.5393258426966292,7.0,0.05275637225844695,24,0.49,4,1250,28,0.51,0.025850622406639004,1344.0,4.6953171310017785,0.2249527477740641,0,proxy
