region_id,state,district,latitude,longitude,rainfall_24h_mm,rainfall_7d_mm,slope_deg,elevation_m,soil_wetness_index,ndvi,temperature_c,neighbor_risk_mean,neighbor_count,label,date,hazard_score
IN-GAN-GANGTOK__2026-04-02,Sikkim,Gangtok,27.3389,88.6065,79.0,149.0,42,1510,0.11461538461538462,0.4,19,0.61,4,1,2026-04-02,0.440783512091143
IN-GAN-GANGTOK__2026-04-03,Sikkim,Gangtok,27.3389,88.6065,88.0,237.0,42,1510,0.1823076923076923,0.4,19,0.61,4,1,2026-04-03,0.46726134550853976
IN-GAN-GANGTOK__2026-04-04,Sikkim,Gangtok,27.3389,88.6065,97.0,334.0,42,1510,0.2569230769230769,0.4,19,0.61,4,1,2026-04-04,0.49921320388791274
IN-GAN-GANGTOK__2026-04-05,Sikkim,Gangtok,27.3389,88.6065,106.0,440.0,42,1510,0.3384615384615385,0.4,19,0.61,4,1,2026-04-05,0.5347740597984693
IN-GAN-GANGTOK__2026-04-06,Sikkim,Gangtok,27.3389,88.6065,115.0,555.0,42,1510,0.4269230769230769,0.4,19,0.61,4,1,2026-04-06,0.5733210893454987
IN-GAN-GANGTOK__2026-04-07,Sikkim,Gangtok,27.3389,88.6065,127.0,682.0,42,1510,0.5246153846153846,0.4,19,0.61,4,1,2026-04-07,0.6187877751154104
IN-GAN-GANGTOK__2026-04-08,Sikkim,Gangtok,27.3389,88.6065,136.0,748.0,42,1510,0.5753846153846154,0.4,19,0.61,4,1,2026-04-08,0.6456915423159518
IN-GAN-GANGTOK__2026-04-09,Sikkim,Gangtok,27.3389,88.6065,145.0,814.0,42,1510,0.6261538461538462,0.4,19,0.61,4,1,2026-04-09,0.6726238424482519
IN-GAN-GANGTOK__2026-04-10,Sikkim,Gangtok,27.3389,88.6065,154.0,880.0,42,1510,0.676923076923077,0.4,19,0.61,4,1,2026-04-10,0.6995782556026651
IN-HAR-HARIDWAR__2026-04-01,Uttarakhand,Haridwar,29.9457,78.1642,12.0,12.0,10,249,0.009230769230769232,0.61,29,0.18,2,0,2026-04-01,0.1438880882896631
IN-HAR-HARIDWAR__2026-04-02,Uttarakhand,Haridwar,29.9457,78.1642,12.0,24.0,10,249,0.018461538461538463,0.61,29,0.18,2,0,2026-04-02,0.1270265498281246
IN-HAR-HARIDWAR__2026-04-03,Uttarakhand,Haridwar,29.9457,78.1642,14.0,38.0,10,249,0.02923076923076923,0.61,29,0.18,2,0,2026-04-03,0.12760674857674442
IN-HAR-HARIDWAR__2026-04-04,Uttarakhand,Haridwar,29.9457,78.1642,17.0,55.0,10,249,0.04230769230769231,0.61,29,0.18,2,0,2026-04-04,0.13295242395399876
IN-HAR-HARIDWAR__2026-04-05,Uttarakhand,Haridwar,29.9457,78.1642,20.0,75.0,10,249,0.057692307692307696,0.61,29,0.18,2,0,2026-04-05,0.13975895076052558
IN-HAR-HARIDWAR__2026-04-06,Uttarakhand,Haridwar,29.9457,78.1642,23.0,98.0,10,249,0.07538461538461538,0.61,29,0.18,2,0,2026-04-06,0.1477681510840116
IN-HAR-HARIDWAR__2026-04-07,Uttarakhand,Haridwar,29.9457,78.1642,26.0,124.0,10,249,0.09538461538461539,0.61,29,0.18,2,0,2026-04-07,0.1568402200288916
IN-HAR-HARIDWAR__2026-04-08,Uttarakhand,Haridwar,29.9457,78.1642,29.0,141.0,10,249,0.10846153846153846,0.61,29,0.18,2,0,2026-04-08,0.1643989547281891
IN-HAR-HARIDWAR__2026-04-09,Uttarakhand,Haridwar,29.9457,78.1642,32.0,161.0,10,249,0.12384615384615384,0.61,29,0.18,2,0,2026-04-09,0.17262581143608188
IN-HAR-HARIDWAR__2026-04-10,Uttarakhand,Haridwar,29.9457,78.1642,35.0,182.0,10,249,0.14,0.61,29,0.18,2,0,2026-04-10,0.1811328435344183
IN-IDU-IDUKKI__2026-04-01,Kerala,Idukki,10.0889,77.0595,118.0,118.0,38,1240,0.09076923076923077,0.31,21,0.72,5,1,2026-04-01,0.4855554028648516
IN-IDU-IDUKKI__2026-04-02,Kerala,Idukki,10.0889,77.0595,129.0,247.0,38,1240,0.19,0.31,21,0.72,5,1,2026-04-02,0.5121845526624225
IN-IDU-IDUKKI__2026-04-03,Kerala,Idukki,10.0889,77.0595,140.0,387.0,38,1240,0.2976923076923077,0.31,21,0.72,5,1,2026-04-03,0.5543795332564239
IN-IDU-IDUKKI__2026-04-04,Kerala,Idukki,10.0889,77.0595,151.0,538.0,38,1240,0.41384615384615386,0.31,21,0.72,5,1,2026-04-04,0.602628322510262
IN-IDU-IDUKKI__2026-04-05,Kerala,Idukki,10.0889,77.0595,162.0,700.0,38,1240,0.5384615384615384,0.31,21,0.72,5,1,2026-04-05,0.655027930337379
IN-IDU-IDUKKI__2026-04-06,Kerala,Idukki,10.0889,77.0595,173.0,873.0,38,1240,0.6715384615384615,0.31,21,0.72,5,1,2026-04-06,0.7109436309025643
IN-IDU-IDUKKI__2026-04-07,Kerala,Idukki,10.0889,77.0595,187.0,1060.0,38,1240,0.8153846153846154,0.31,21,0.72,5,1,2026-04-07,0.7742539646803945
IN-IDU-IDUKKI__2026-04-08,Kerala,Idukki,10.0889,77.0595,198.0,1140.0,38,1240,0.8769230769230769,0.31,21,0.72,5,1,2026-04-08,0.8070678062509392
IN-IDU-IDUKKI__2026-04-09,Kerala,Idukki,10.0889,77.0595,209.0,1220.0,38,1240,0.9384615384615385,0.31,21,0.72,5,1,2026-04-09,0.839895973769357
IN-IDU-IDUKKI__2026-04-10,Kerala,Idukki,10.0889,77.0595,220.0,1300.0,38,1240,1.0,0.31,21,0.72,5,1,2026-04-10,0.8727358224452713
IN-KAL-KALIMPONG__2026-04-01,West Bengal,Kalimpong,27.0622,88.4753,41.0,41.0,28,1250,0.031538461538461536,0.51,24,0.49,4,0,2026-04-01,0.3086566488629481
IN-KAL-KALIMPONG__2026-04-02,West Bengal,Kalimpong,27.0622,88.4753,48.0,89.0,28,1250,0.06846153846153846,0.51,24,0.49,4,0,2026-04-02,0.3104198923610231
IN-KAL-KALIMPONG__2026-04-03,West Bengal,Kalimpong,27.0622,88.4753,59.0,148.0,28,1250,0.11384615384615385,0.51,24,0.49,4,0,2026-04-03,0.33222357382987305
IN-KAL-KALIMPONG__2026-04-04,West Bengal,Kalimpong,27.0622,88.4753,66.0,214.0,28,1250,0.1646153846153846,0.51,24,0.49,4,0,2026-04-04,0.35351197857996003
IN-KAL-KALIMPONG__2026-04-05,West Bengal,Kalimpong,27.0622,88.4753,73.0,287.0,28,1250,0.22076923076923077,0.51,24,0.49,4,1,2026-04-05,0.37807841733837505
IN-KAL-KALIMPONG__2026-04-06,West Bengal,Kalimpong,27.0622,88.4753,80.0,367.0,28,1250,0.2823076923076923,0.51,24,0.49,4,1,2026-04-06,0.40518298791898744
IN-KAL-KALIMPONG__2026-04-07,West Bengal,Kalimpong,27.0622,88.4753,87.0,454.0,28,1250,0.34923076923076923,0.51,24,0.49,4,1,2026-04-07,0.4345190498980363
IN-KAL-KALIMPONG__2026-04-08,West Bengal,Kalimpong,27.0622,88.4753,94.0,507.0,28,1250,0.39,0.51,24,0.49,4,1,2026-04-08,0.45576792732807275
IN-KAL-KALIMPONG__2026-04-09,West Bengal,Kalimpong,27.0622,88.4753,101.0,560.0,28,1250,0.4307692307692308,0.51,24,0.49,4,1,2026-04-09,0.47706394157024085
IN-KAL-KALIMPONG__2026-04-10,West Bengal,Kalimpong,27.0622,88.4753,108.0,609.0,28,1250,0.4684615384615385,0.51,24,0.49,4,1,2026-04-10,0.49739500016681665
IN-KAN-KANNUR__2026-04-01,Kerala,Kannur,11.8745,75.3704,12.0,12.0,12,10,0.009230769230769232,0.61,30,0.25,2,0,2026-04-01,0.15265479245164285
IN-KAN-KANNUR__2026-04-02,Kerala,Kannur,11.8745,75.3704,14.0,26.0,12,10,0.02,0.61,30,0.25,2,0,2026-04-02,0.14003661063346104
IN-KAN-KANNUR__2026-04-03,Kerala,Kannur,11.8745,75.3704,17.0,43.0,12,10,0.03307692307692308,0.61,30,0.25,2,0,2026-04-03,0.1420309837022527
IN-KAN-KANNUR__2026-04-04,Kerala,Kannur,11.8745,75.3704,20.0,63.0,12,10,0.04846153846153846,0.61,30,0.25,2,0,2026-04-04,0.14741893941578982
IN-KAN-KANNUR__2026-04-05,Kerala,Kannur,11.8745,75.3704,23.0,86.0,12,10,0.06615384615384616,0.61,30,0.25,2,0,2026-04-05,0.15470631302409366
IN-KAN-KANNUR__2026-04-06,Kerala,Kannur,11.8745,75.3704,26.0,112.0,12,10,0.08615384615384615,0.61,30,0.25,2,0,2026-04-06,0.1633670801639306
IN-KAN-KANNUR__2026-04-07,Kerala,Kannur,11.8745,75.3704,29.0,141.0,12,10,0.10846153846153846,0.61,30,0.25,2,0,2026-04-07,0.17316565889016886
IN-KAN-KANNUR__2026-04-08,Kerala,Kannur,11.8745,75.3704,32.0,161.0,12,10,0.12384615384615384,0.61,30,0.25,2,0,2026-04-08,0.18139251559806166
IN-KAN-KANNUR__2026-04-09,Kerala,Kannur,11.8745,75.3704,35.0,182.0,12,10,0.14,0.61,30,0.25,2,0,2026-04-09,0.18989954769639808
IN-KAN-KANNUR__2026-04-10,Kerala,Kannur,11.8745,75.3704,38.0,203.0,12,10,0.15615384615384614,0.61,30,0.25,2,0,2026-04-10,0.19845995969818941
IN-KAR-KARBIALONG__2026-04-01,Assam,Karbi Anglong,25.845,93.431,23.0,23.0,23,503,0.01769230769230769,0.58,27,0.39,3,0,2026-04-01,0.2362792970808719
IN-KAR-KARBIALONG__2026-04-02,Assam,Karbi Anglong,25.845,93.431,29.0,52.0,23,503,0.04,0.58,27,0.39,3,0,2026-04-02,0.23271705931863412
IN-KAR-KARBIALONG__2026-04-03,Assam,Karbi Anglong,25.845,93.431,35.0,87.0,23,503,0.06692307692307692,0.58,27,0.39,3,0,2026-04-03,0.24220062173323104
IN-KAR-KARBIALONG__2026-04-04,Assam,Karbi Anglong,25.845,93.431,41.0,128.0,23,503,0.09846153846153846,0.58,27,0.39,3,0,2026-04-04,0.256189699178774
IN-KAR-KARBIALONG__2026-04-05,Assam,Karbi Anglong,25.845,93.431,47.0,175.0,23,503,0.1346153846153846,0.58,27,0.39,3,0,2026-04-05,0.2729578185593934
IN-KAR-KARBIALONG__2026-04-06,Assam,Karbi Anglong,25.845,93.431,53.0,228.0,23,503,0.1753846153846154,0.58,27,0.39,3,0,2026-04-06,0.2919202000375643
IN-KAR-KARBIALONG__2026-04-07,Assam,Karbi Anglong,25.845,93.431,59.0,287.0,23,503,0.22076923076923077,0.58,27,0.39,3,0,2026-04-07,0.3128211747154324
IN-KAR-KARBIALONG__2026-04-08,Assam,Karbi Anglong,25.845,93.431,65.0,329.0,23,503,0.2530769230769231,0.58,27,0.39,3,0,2026-04-08,0.3300309836921329
IN-KAR-KARBIALONG__2026-04-09,Assam,Karbi Anglong,25.845,93.431,71.0,371.0,23,503,0.2853846153846154,0.58,27,0.39,3,1,2026-04-09,0.3473133045828039
IN-KAR-KARBIALONG__2026-04-10,Assam,Karbi Anglong,25.845,93.431,77.0,413.0,23,503,0.3176923076923077,0.58,27,0.39,3,1,2026-04-10,0.36464601510860684
IN-KAS-KASARAGOD__2026-04-01,Kerala,Kasaragod,12.4996,74.9869,12.0,12.0,14,26,0.009230769230769232,0.59,31,0.23,2,0,2026-04-01,0.1615411816529927
IN-KAS-KASARAGOD__2026-04-02,Kerala,Kasaragod,12.4996,74.9869,13.0,25.0,14,26,0.019230769230769232,0.59,31,0.23,2,0,2026-04-02,0.14683209074390177
IN-KAS-KASARAGOD__2026-04-03,Kerala,Kasaragod,12.4996,74.9869,16.0,41.0,14,26,0.031538461538461536,0.59,31,0.23,2,0,2026-04-03,0.1490991894988054
IN-KAS-KASARAGOD__2026-04-04,Kerala,Kasaragod,12.4996,74.9869,19.0,60.0,14,26,0.046153846153846156,0.59,31,0.23,2,0,2026-04-04,0.15439805810986912
IN-KAS-KASARAGOD__2026-04-05,Kerala,Kasaragod,12.4996,74.9869,22.0,82.0,14,26,0.06307692307692307,0.59,31,0.23,2,0,2026-04-05,0.16148967218684906
IN-KAS-KASARAGOD__2026-04-06,Kerala,Kasaragod,12.4996,74.9869,25.0,107.0,14,26,0.0823076923076923,0.59,31,0.23,2,0,2026-04-06,0.16991494807348806
IN-KAS-KASARAGOD__2026-04-07,Kerala,Kasaragod,12.4996,74.9869,28.0,135.0,14,26,0.10384615384615385,0.59,31,0.23,2,0,2026-04-07,0.17946125417306522
IN-KAS-KASARAGOD__2026-04-08,Kerala,Kasaragod,12.4996,74.9869,31.0,154.0,14,26,0.11846153846153847,0.59,31,0.23,2,0,2026-04-08,0.18745886397067502
IN-KAS-KASARAGOD__2026-04-09,Kerala,Kasaragod,12.4996,74.9869,34.0,175.0,14,26,0.1346153846153846,0.59,31,0.23,2,0,2026-04-09,0.1959433794551905
IN-KAS-KASARAGOD__2026-04-10,Kerala,Kasaragod,12.4996,74.9869,37.0,196.0,14,26,0.15076923076923077,0.59,31,0.23,2,0,2026-04-10,0.20448800625696015
IN-KIN-KINNAUR__2026-04-01,Himachal Pradesh,Kinnaur,31.58,78.23,69.0,69.0,37,2960,0.05307692307692308,0.41,12,0.56,4,1,2026-04-01,0.43065802622574273
IN-KIN-KINNAUR__2026-04-02,Himachal Pradesh,Kinnaur,31.58,78.23,76.0,145.0,37,2960,0.11153846153846154,0.41,12,0.56,4,1,2026-04-02,0.4391368301804088
IN-KIN-KINNAUR__2026-04-03,Himachal Pradesh,Kinnaur,31.58,78.23,83.0,228.0,37,2960,0.1753846153846154,0.41,12,0.56,4,1,2026-04-03,0.46207677239185735
IN-KIN-KINNAUR__2026-04-04,Himachal Pradesh,Kinnaur,31.58,78.23,90.0,318.0,37,2960,0.24461538461538462,0.41,12,0.56,4,1,2026-04-04,0.49001094877489176
IN-KIN-KINNAUR__2026-04-05,Himachal Pradesh,Kinnaur,31.58,78.23,97.0,415.0,37,2960,0.3192307692307692,0.41,12,0.56,4,1,2026-04-05,0.5210451860538664
IN-KIN-KINNAUR__2026-04-06,Himachal Pradesh,Kinnaur,31.58,78.23,104.0,519.0,37,2960,0.3992307692307692,0.41,12,0.56,4,1,2026-04-06,0.5545475663580575
IN-KIN-KINNAUR__2026-04-07,Himachal Pradesh,Kinnaur,31.58,78.23,114.0,633.0,37,2960,0.4869230769230769,0.41,12,0.56,4,1,2026-04-07,0.5944604190935385
IN-KIN-KINNAUR__2026-04-08,Himachal Pradesh,Kinnaur,31.58,78.23,121.0,685.0,37,2960,0.5269230769230769,0.41,12,0.56,4,1,2026-04-08,0.6155586846913648
IN-KIN-KINNAUR__2026-04-09,Himachal Pradesh,Kinnaur,31.58,78.23,128.0,737.0,37,2960,0.566923076923077,0.41,12,0.56,4,1,2026-04-09,0.6366764376650497
IN-KIN-KINNAUR__2026-04-10,Himachal Pradesh,Kinnaur,31.58,78.23,135.0,789.0,37,2960,0.6069230769230769,0.41,12,0.56,4,1,2026-04-10,0.6578098249973134
IN-KOD-KODAGU__2026-04-01,Karnataka,Kodagu,12.3375,75.8069,88.0,88.0,35,1170,0.06769230769230769,0.39,22,0.64,5,1,2026-04-01,0.4195468806783767
IN-KOD-KODAGU__2026-04-02,Karnataka,Kodagu,12.3375,75.8069,97.0,185.0,35,1170,0.1423076923076923,0.39,22,0.64,5,1,2026-04-02,0.4357072662387623
IN-KOD-KODAGU__2026-04-03,Karnataka,Kodagu,12.3375,75.8069,106.0,291.0,35,1170,0.22384615384615383,0.39,22,0.64,5,1,2026-04-03,0.46684599874244326
IN-KOD-KODAGU__2026-04-04,Karnataka,Kodagu,12.3375,75.8069,115.0,406.0,35,1170,0.3123076923076923,0.39,22,0.64,5,1,2026-04-04,0.5035007061632367
IN-KOD-KODAGU__2026-04-05,Karnataka,Kodagu,12.3375,75.8069,124.0,530.0,35,1170,0.4076923076923077,0.39,22,0.64,5,1,2026-04-05,0.5437780985171419
IN-KOD-KODAGU__2026-04-06,Karnataka,Kodagu,12.3375,75.8069,133.0,663.0,35,1170,0.51,0.39,22,0.64,5,1,2026-04-06,0.5870465378839164
IN-KOD-KODAGU__2026-04-07,Karnataka,Kodagu,12.3375,75.8069,145.0,808.0,35,1170,0.6215384615384615,0.39,22,0.64,5,1,2026-04-07,0.6372146089896694
IN-KOD-KODAGU__2026-04-08,Karnataka,Kodagu,12.3375,75.8069,154.0,874.0,35,1170,0.6723076923076923,0.39,22,0.64,5,1,2026-04-08,0.6641641663675159
IN-KOD-KODAGU__2026-04-09,Karnataka,Kodagu,12.3375,75.8069,163.0,940.0,35,1170,0.7230769230769231,0.39,22,0.64,5,1,2026-04-09,0.6911320019400937
IN-KOD-KODAGU__2026-04-10,Karnataka,Kodagu,12.3375,75.8069,172.0,1006.0,35,1170,0.7738461538461539,0.39,22,0.64,5,1,2026-04-10,0.7181145182098313
IN-KOH-KOHIMA__2026-04-01,Nagaland,Kohima,25.6751,94.1086,25.0,25.0,26,1444,0.019230769230769232,0.52,20,0.4,3,0,2026-04-01,0.2752649570901539
IN-KOH-KOHIMA__2026-04-02,Nagaland,Kohima,25.6751,94.1086,31.0,56.0,26,1444,0.043076923076923075,0.52,20,0.4,3,0,2026-04-02,0.27206096108615796
IN-KOH-KOHIMA__2026-04-03,Nagaland,Kohima,25.6751,94.1086,37.0,93.0,26,1444,0.07153846153846154,0.52,20,0.4,3,0,2026-04-03,0.2820544600603021
IN-KOH-KOHIMA__2026-04-04,Nagaland,Kohima,25.6751,94.1086,43.0,136.0,26,1444,0.10461538461538461,0.52,20,0.4,3,0,2026-04-04,0.2965791487808162
IN-KOH-KOHIMA__2026-04-05,Nagaland,Kohima,25.6751,94.1086,49.0,185.0,26,1444,0.1423076923076923,0.52,20,0.4,3,0,2026-04-05,0.3138875237127206
IN-KOH-KOHIMA__2026-04-06,Nagaland,Kohima,25.6751,94.1086,55.0,240.0,26,1444,0.18461538461538463,0.52,20,0.4,3,0,2026-04-06,0.3333896657148626
IN-KOH-KOHIMA__2026-04-07,Nagaland,Kohima,25.6751,94.1086,61.0,301.0,26,1444,0.23153846153846153,0.52,20,0.4,3,0,2026-04-07,0.35482861203985544
IN-KOH-KOHIMA__2026-04-08,Nagaland,Kohima,25.6751,94.1086,67.0,343.0,26,1444,0.26384615384615384,0.52,20,0.4,3,0,2026-04-08,0.37206578075628377
IN-KOH-KOHIMA__2026-04-09,Nagaland,Kohima,25.6751,94.1086,73.0,385.0,26,1444,0.29615384615384616,0.52,20,0.4,3,1,2026-04-09,0.3893668551920521
IN-KOH-KOHIMA__2026-04-10,Nagaland,Kohima,25.6751,94.1086,79.0,427.0,26,1444,0.32846153846153847,0.52,20,0.4,3,1,2026-04-10,0.40671297792178135
IN-KOL-KOLASIB__2026-04-01,Mizoram,Kolasib,24.2239,92.6787,44.0,44.0,25,636,0.033846153846153845,0.5,25,0.46,3,0,2026-04-01,0.28637023448991955
IN-KOL-KOLASIB__2026-04-02,Mizoram,Kolasib,24.2239,92.6787,51.0,95.0,25,636,0.07307692307692308,0.5,25,0.46,3,0,2026-04-02,0.288818743875271
IN-KOL-KOLASIB__2026-04-03,Mizoram,Kolasib,24.2239,92.6787,62.0,157.0,25,636,0.12076923076923077,0.5,25,0.46,3,0,2026-04-03,0.3113566226240783
IN-KOL-KOLASIB__2026-04-04,Mizoram,Kolasib,24.2239,92.6787,69.0,226.0,25,636,0.17384615384615384,0.5,25,0.46,3,0,2026-04-04,0.33345535114317776
IN-KOL-KOLASIB__2026-04-05,Mizoram,Kolasib,24.2239,92.6787,76.0,302.0,25,636,0.2323076923076923,0.5,25,0.46,3,1,2026-04-05,0.3588224736414965
IN-KOL-KOLASIB__2026-04-06,Mizoram,Kolasib,24.2239,92.6787,83.0,385.0,25,636,0.29615384615384616,0.5,25,0.46,3,1,2026-04-06,0.3867236810433661
IN-KOL-KOLASIB__2026-04-07,Mizoram,Kolasib,24.2239,92.6787,90.0,475.0,25,636,0.36538461538461536,0.5,25,0.46,3,1,2026-04-07,0.4168540769632357
IN-KOL-KOLASIB__2026-04-08,Mizoram,Kolasib,24.2239,92.6787,97.0,528.0,25,636,0.40615384615384614,0.5,25,0.46,3,1,2026-04-08,0.43812151654120157
IN-KOL-KOLASIB__2026-04-09,Mizoram,Kolasib,24.2239,92.6787,104.0,581.0,25,636,0.4469230769230769,0.5,25,0.46,3,1,2026-04-09,0.45943100263743464
IN-KOL-KOLASIB__2026-04-10,Mizoram,Kolasib,24.2239,92.6787,111.0,630.0,25,636,0.4846153846153846,0.5,25,0.46,3,1,2026-04-10,0.47977030108998614
IN-KOL-KOLLAM__2026-04-01,Kerala,Kollam,8.8932,76.6141,18.0,18.0,14,71,0.013846153846153847,0.59,30,0.3,2,0,2026-04-01,0.17544169373933155
IN-KOL-KOLLAM__2026-04-02,Kerala,Kollam,8.8932,76.6141,22.0,40.0,14,71,0.03076923076923077,0.59,30,0.3,2,0,2026-04-02,0.16755917625681405
IN-KOL-KOLLAM__2026-04-03,Kerala,Kollam,8.8932,76.6141,26.0,66.0,14,71,0.05076923076923077,0.59,30,0.3,2,0,2026-04-03,0.17248038837802615
IN-KOL-KOLLAM__2026-04-04,Kerala,Kollam,8.8932,76.6141,30.0,96.0,14,71,0.07384615384615385,0.59,30,0.3,2,0,2026-04-04,0.18143260283024062
IN-KOL-KOLLAM__2026-04-05,Kerala,Kollam,8.8932,76.6141,34.0,130.0,14,71,0.1,0.59,30,0.3,2,0,2026-04-05,0.19265008534772315
IN-KOL-KOLLAM__2026-04-06,Kerala,Kollam,8.8932,76.6141,38.0,168.0,14,71,0.12923076923076923,0.59,30,0.3,2,0,2026-04-06,0.20553826383590165
IN-KOL-KOLLAM__2026-04-07,Kerala,Kollam,8.8932,76.6141,42.0,210.0,14,71,0.16153846153846155,0.59,30,0.3,2,0,2026-04-07,0.21983889653653435
IN-KOL-KOLLAM__2026-04-08,Kerala,Kollam,8.8932,76.6141,46.0,238.0,14,71,0.18307692307692308,0.59,30,0.3,2,0,2026-04-08,0.2312567022602224
IN-KOL-KOLLAM__2026-04-09,Kerala,Kollam,8.8932,76.6141,50.0,266.0,14,71,0.20461538461538462,0.59,30,0.3,2,0,2026-04-09,0.2427311201024421
IN-KOL-KOLLAM__2026-04-10,Kerala,Kollam,8.8932,76.6141,54.0,294.0,14,71,0.22615384615384615,0.59,30,0.3,2,0,2026-04-10,0.2542459751721844
IN-KOT-KOTTAYAM__2026-04-01,Kerala,Kottayam,9.5916,76.5222,22.0,22.0,16,72,0.016923076923076923,0.58,28,0.33,3,0,2026-04-01,0.1922425975599204
IN-KOT-KOTTAYAM__2026-04-02,Kerala,Kottayam,9.5916,76.5222,26.0,48.0,16,72,0.036923076923076927,0.58,28,0.33,3,0,2026-04-02,0.18507290059022344
IN-KOT-KOTTAYAM__2026-04-03,Kerala,Kottayam,9.5916,76.5222,30.0,78.0,16,72,0.06,0.58,28,0.33,3,0,2026-04-03,0.19100063951796237
IN-KOT-KOTTAYAM__2026-04-04,Kerala,Kottayam,9.5916,76.5222,34.0,112.0,16,72,0.08615384615384615,0.58,28,0.33,3,0,2026-04-04,0.20101482533214818
IN-KOT-KOTTAYAM__2026-04-05,Kerala,Kottayam,9.5916,76.5222,38.0,150.0,16,72,0.11538461538461539,0.58,28,0.33,3,0,2026-04-05,0.21330739942472224
IN-KOT-KOTTAYAM__2026-04-06,Kerala,Kottayam,9.5916,76.5222,42.0,192.0,16,72,0.1476923076923077,0.58,28,0.33,3,0,2026-04-06,0.2272723178396407
IN-KOT-KOTTAYAM__2026-04-07,Kerala,Kottayam,9.5916,76.5222,46.0,238.0,16,72,0.18307692307692308,0.58,28,0.33,3,0,2026-04-07,0.24264781587102105
IN-KOT-KOTTAYAM__2026-04-08,Kerala,Kottayam,9.5916,76.5222,50.0,266.0,16,72,0.20461538461538462,0.58,28,0.33,3,0,2026-04-08,0.2541222337132407
IN-KOT-KOTTAYAM__2026-04-09,Kerala,Kottayam,9.5916,76.5222,54.0,294.0,16,72,0.22615384615384615,0.58,28,0.33,3,0,2026-04-09,0.26563708878298303
IN-KOT-KOTTAYAM__2026-04-10,Kerala,Kottayam,9.5916,76.5222,58.0,322.0,16,72,0.24769230769230768,0.58,28,0.33,3,0,2026-04-10,0.27718183223828546
IN-KOZ-KOZHIKODE__2026-04-01,Kerala,Kozhikode,11.2588,75.7804,13.0,13.0,10,11,0.01,0.65,30,0.27,2,0,2026-04-01,0.1440554964720319
IN-KOZ-KOZHIKODE__2026-04-02,Kerala,Kozhikode,11.2588,75.7804,16.0,29.0,10,11,0.022307692307692306,0.65,30,0.27,2,0,2026-04-02,0.13358180464661593
IN-KOZ-KOZHIKODE__2026-04-03,Kerala,Kozhikode,11.2588,75.7804,19.0,48.0,10,11,0.036923076923076927,0.65,30,0.27,2,0,2026-04-03,0.13558813050466592
IN-KOZ-KOZHIKODE__2026-04-04,Kerala,Kozhikode,11.2588,75.7804,22.0,70.0,10,11,0.05384615384615385,0.65,30,0.27,2,0,2026-04-04,0.14135279916933458
IN-KOZ-KOZHIKODE__2026-04-05,Kerala,Kozhikode,11.2588,75.7804,25.0,95.0,10,11,0.07307692307692308,0.65,30,0.27,2,0,2026-04-05,0.14911887519856853
IN-KOZ-KOZHIKODE__2026-04-06,Kerala,Kozhikode,11.2588,75.7804,28.0,123.0,10,11,0.09461538461538462,0.65,30,0.27,2,0,2026-04-06,0.1582940546618096
IN-KOZ-KOZHIKODE__2026-04-07,Kerala,Kozhikode,11.2588,75.7804,31.0,154.0,10,11,0.11846153846153847,0.65,30,0.27,2,0,2026-04-07,0.16862073123726665
IN-KOZ-KOZHIKODE__2026-04-08,Kerala,Kozhikode,11.2588,75.7804,34.0,175.0,10,11,0.1346153846153846,0.65,30,0.27,2,0,2026-04-08,0.17710524672178216
IN-KOZ-KOZHIKODE__2026-04-09,Kerala,Kozhikode,11.2588,75.7804,37.0,196.0,10,11,0.15076923076923077,0.65,30,0.27,2,0,2026-04-09,0.1856498735235518
IN-KOZ-KOZHIKODE__2026-04-10,Kerala,Kozhikode,11.2588,75.7804,40.0,217.0,10,11,0.16692307692307692,0.65,30,0.27,2,0,2026-04-10,0.1942371599698244
IN-KUL-KULLU__2026-04-01,Himachal Pradesh,Kullu,31.9579,77.1095,54.0,54.0,34,1279,0.04153846153846154,0.45,15,0.52,4,0,2026-04-01,0.35882361890078424
IN-KUL-KULLU__2026-04-02,Himachal Pradesh,Kullu,31.9579,77.1095,63.0,117.0,34,1279,0.09,0.45,15,0.52,4,0,2026-04-02,0.3666571853343507
IN-KUL-KULLU__2026-04-03,Himachal Pradesh,Kullu,31.9579,77.1095,76.0,193.0,34,1279,0.14846153846153845,0.45,15,0.52,4,1,2026-04-03,0.394928760391418
IN-KUL-KULLU__2026-04-04,Himachal Pradesh,Kullu,31.9579,77.1095,85.0,278.0,34,1279,0.21384615384615385,0.45,15,0.52,4,1,2026-04-04,0.4234566319309196
IN-KUL-KULLU__2026-04-05,Himachal Pradesh,Kullu,31.9579,77.1095,94.0,372.0,34,1279,0.28615384615384615,0.45,15,0.52,4,1,2026-04-05,0.4557367401880992
IN-KUL-KULLU__2026-04-06,Himachal Pradesh,Kullu,31.9579,77.1095,103.0,475.0,34,1279,0.36538461538461536,0.45,15,0.52,4,1,2026-04-06,0.49105954087354836
IN-KUL-KULLU__2026-04-07,Himachal Pradesh,Kullu,31.9579,77.1095,112.0,587.0,34,1279,0.45153846153846156,0.45,15,0.52,4,1,2026-04-07,0.5291283734307517
IN-KUL-KULLU__2026-04-08,Himachal Pradesh,Kullu,31.9579,77.1095,121.0,654.0,34,1279,0.5030769230769231,0.45,15,0.52,4,1,2026-04-08,0.5562382165355654
